geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
15000US060371976002,"Block Group 2, Los Angeles, CA",1775,283,1049,273,8,13,0,12,537,161,0,12,121,131,60,55,5,8,55,55
15000US060371977001,"Block Group 1, Los Angeles, CA",2715,509,987,326,0,12,19,29,1462,390,0,12,247,240,0,12,0,12,0,12
15000US060371977002,"Block Group 2, Los Angeles, CA",1118,446,195,158,0,12,8,13,915,410,0,12,0,12,0,12,0,12,0,12
15000US060371977003,"Block Group 3, Los Angeles, CA",1577,426,326,174,142,181,0,12,804,356,53,84,239,179,13,21,13,21,0,12
15000US060371990001,"Block Group 1, Los Angeles, CA",1043,326,560,328,0,12,0,12,48,62,0,12,396,224,39,65,39,65,0,12
15000US060371990002,"Block Group 2, Los Angeles, CA",1839,379,431,253,11,17,29,27,847,242,0,12,497,269,24,28,0,12,24,28
15000US060371990003,"Block Group 3, Los Angeles, CA",1981,456,743,364,0,12,0,12,747,230,0,12,472,303,19,21,19,21,0,12
15000US060371991101,"Block Group 1, Los Angeles, CA",1113,299,586,226,71,65,0,12,172,179,0,12,206,157,78,72,27,41,51,59
15000US060371991102,"Block Group 2, Los Angeles, CA",1670,260,1156,289,0,12,0,12,25,24,0,12,489,187,0,12,0,12,0,12
15000US060371991201,"Block Group 1, Los Angeles, CA",2569,509,813,360,0,12,0,12,826,324,0,12,804,394,126,153,113,150,13,26
15000US060371991202,"Block Group 2, Los Angeles, CA",1802,474,491,212,86,117,0,12,263,145,0,12,949,467,13,22,13,22,0,12
15000US060371992011,"Block Group 1, Los Angeles, CA",1010,334,175,136,0,12,0,12,539,258,0,12,296,210,0,12,0,12,0,12
15000US060371992012,"Block Group 2, Los Angeles, CA",3392,525,1274,510,0,12,0,12,750,324,0,12,1328,440,40,47,24,39,16,25
15000US060371992021,"Block Group 1, Los Angeles, CA",1183,297,662,298,6,11,0,12,34,30,0,12,421,191,60,57,48,53,12,20
15000US060371992022,"Block Group 2, Los Angeles, CA",1466,305,564,146,0,12,0,12,180,115,0,12,676,272,46,38,0,12,46,38
15000US060371993001,"Block Group 1, Los Angeles, CA",1394,498,860,428,128,87,47,66,67,56,0,12,97,113,195,185,101,139,94,114
15000US060371993002,"Block Group 2, Los Angeles, CA",2801,495,997,424,48,37,20,21,361,186,0,12,1302,441,73,72,59,67,14,22
15000US060371994001,"Block Group 1, Los Angeles, CA",990,321,460,241,40,43,11,18,120,118,23,36,262,255,74,67,45,56,29,28
15000US060371994002,"Block Group 2, Los Angeles, CA",1834,442,530,238,18,30,94,106,338,143,0,12,790,432,64,75,64,75,0,12
15000US060371994003,"Block Group 3, Los Angeles, CA",1920,385,474,220,15,18,0,12,408,191,0,12,1023,407,0,12,0,12,0,12
15000US060371997001,"Block Group 1, Los Angeles, CA",1264,242,673,223,19,33,0,12,187,145,13,21,364,177,8,12,0,12,8,12
15000US060371997002,"Block Group 2, Los Angeles, CA",2094,336,1029,333,25,37,0,12,439,164,0,12,529,262,72,97,0,12,72,97
15000US060371998001,"Block Group 1, Los Angeles, CA",1122,330,114,109,0,12,0,12,584,282,0,12,424,226,0,12,0,12,0,12
15000US060371998002,"Block Group 2, Los Angeles, CA",1547,392,466,251,0,12,0,12,698,300,0,12,375,246,8,13,0,12,8,13
15000US060371998003,"Block Group 3, Los Angeles, CA",1365,401,323,215,0,12,0,12,510,267,0,12,503,295,29,47,29,47,0,12
15000US060371998004,"Block Group 4, Los Angeles, CA",1328,347,468,353,1,2,29,47,437,211,0,12,381,268,12,18,12,18,0,12
15000US060371999001,"Block Group 1, Los Angeles, CA",1644,285,794,255,73,70,0,12,100,78,0,12,656,228,21,38,21,38,0,12
15000US060371999002,"Block Group 2, Los Angeles, CA",1237,225,308,165,0,12,0,12,318,97,0,12,575,226,36,39,0,12,36,39
15000US060372011101,"Block Group 1, Los Angeles, CA",1015,204,364,118,0,12,0,12,0,12,0,12,533,232,118,109,109,108,9,13
15000US060372011102,"Block Group 2, Los Angeles, CA",949,231,610,240,0,12,0,12,99,69,0,12,229,113,11,16,1,6,10,14
15000US060372011103,"Block Group 3, Los Angeles, CA",803,353,576,370,0,12,0,12,41,36,0,12,186,127,0,12,0,12,0,12
15000US060372011201,"Block Group 1, Los Angeles, CA",1931,495,1075,436,65,66,0,12,26,29,0,12,723,371,42,42,42,42,0,12
15000US060372011202,"Block Group 2, Los Angeles, CA",1369,351,709,296,9,14,0,12,320,274,0,12,325,189,6,10,0,12,6,10
15000US060372011203,"Block Group 3, Los Angeles, CA",995,305,371,220,26,39,42,52,211,181,0,12,302,222,43,59,0,12,43,59
15000US060372012001,"Block Group 1, Los Angeles, CA",2930,392,2195,488,7,11,0,12,133,103,0,12,595,254,0,12,0,12,0,12
15000US060372013011,"Block Group 1, Los Angeles, CA",1800,333,635,268,75,86,0,12,237,108,0,12,770,344,83,102,0,12,83,102
15000US060372013012,"Block Group 2, Los Angeles, CA",1478,438,646,295,24,28,51,73,177,133,0,12,499,279,81,84,20,33,61,77
15000US060372013021,"Block Group 1, Los Angeles, CA",688,131,385,121,73,101,0,12,170,83,0,12,60,57,0,12,0,12,0,12
15000US060372013022,"Block Group 2, Los Angeles, CA",906,219,376,135,67,48,0,12,346,167,0,12,70,109,47,46,0,12,47,46
15000US060372013023,"Block Group 3, Los Angeles, CA",287,166,154,139,17,30,0,12,33,42,0,12,57,61,26,42,26,42,0,12
15000US060372013024,"Block Group 4, Los Angeles, CA",1752,244,427,179,266,161,0,12,836,185,0,12,162,130,61,62,0,12,61,62
15000US060372014011,"Block Group 1, Los Angeles, CA",3053,496,1283,383,169,220,81,68,420,151,0,12,1062,405,38,60,38,60,0,12
15000US060372014012,"Block Group 2, Los Angeles, CA",1884,440,755,306,67,61,6,10,87,73,8,17,836,431,125,123,84,113,41,46
15000US060372014021,"Block Group 1, Los Angeles, CA",2231,724,1555,716,0,12,9,14,369,172,0,12,273,202,25,34,19,33,6,9
15000US060372014022,"Block Group 2, Los Angeles, CA",1558,419,817,358,34,51,0,12,440,248,0,12,215,138,52,67,11,17,41,65
15000US060372014023,"Block Group 3, Los Angeles, CA",901,415,738,417,0,12,0,12,19,21,0,12,135,87,9,15,9,15,0,12
15000US060372015011,"Block Group 1, Los Angeles, CA",1181,351,417,215,36,61,30,46,131,145,0,12,567,321,0,12,0,12,0,12
15000US060372015012,"Block Group 2, Los Angeles, CA",1043,285,592,182,8,13,0,12,227,190,0,12,184,173,32,51,0,12,32,51
15000US060372015013,"Block Group 3, Los Angeles, CA",2972,546,1800,463,0,12,19,27,207,95,0,12,930,398,16,19,6,10,10,15
15000US060372015031,"Block Group 1, Los Angeles, CA",1850,410,1396,409,2,4,0,12,167,98,0,12,184,110,101,106,73,80,28,48
15000US060372015032,"Block Group 2, Los Angeles, CA",1514,398,1167,375,0,12,0,12,0,12,0,12,347,194,0,12,0,12,0,12
15000US060372015041,"Block Group 1, Los Angeles, CA",2211,361,1147,409,4,6,0,12,216,89,4,7,833,228,7,12,7,12,0,12
15000US060372016011,"Block Group 1, Los Angeles, CA",2495,283,1422,367,11,14,72,91,335,119,0,12,655,208,0,12,0,12,0,12
15000US060372016021,"Block Group 1, Los Angeles, CA",1295,350,565,218,0,12,0,12,173,135,0,12,557,290,0,12,0,12,0,12
15000US060372016022,"Block Group 2, Los Angeles, CA",582,200,267,137,0,12,0,12,35,35,0,12,270,171,10,15,10,15,0,12
15000US060372016023,"Block Group 3, Los Angeles, CA",1053,266,465,214,61,92,0,12,193,138,0,12,304,221,30,30,7,10,23,28
15000US060372017001,"Block Group 1, Los Angeles, CA",2251,749,1439,519,227,153,31,48,197,107,0,12,253,176,104,69,18,28,86,67
15000US060372017002,"Block Group 2, Los Angeles, CA",1893,464,1257,440,7,12,0,12,106,91,0,12,523,261,0,12,0,12,0,12
15000US060372017003,"Block Group 3, Los Angeles, CA",1493,320,701,255,0,12,80,137,496,181,43,66,166,124,7,13,0,12,7,13
15000US060372031001,"Block Group 1, Los Angeles, CA",664,268,332,169,0,12,0,12,0,12,0,12,321,266,11,17,5,12,6,11
15000US060372031002,"Block Group 2, Los Angeles, CA",2122,450,1014,332,1,3,0,12,188,285,0,12,896,332,23,36,23,36,0,12
15000US060372031003,"Block Group 3, Los Angeles, CA",2072,468,1089,447,0,12,35,45,118,148,0,12,786,476,44,54,44,54,0,12
15000US060372032001,"Block Group 1, Los Angeles, CA",3406,402,1723,397,0,12,123,169,8,12,0,12,1531,378,21,33,21,33,0,12
15000US060372032002,"Block Group 2, Los Angeles, CA",1692,554,923,443,0,12,0,12,0,12,0,12,769,437,0,12,0,12,0,12
15000US060372033001,"Block Group 1, Los Angeles, CA",2220,465,1049,288,257,131,17,26,332,190,0,12,518,262,47,46,0,12,47,46
15000US060372035001,"Block Group 1, Los Angeles, CA",878,336,605,296,1,10,0,12,179,102,0,12,92,95,1,2,1,2,0,12
15000US060372035002,"Block Group 2, Los Angeles, CA",1563,308,598,301,0,12,9,15,298,117,0,12,640,299,18,25,5,10,13,23
15000US060372035003,"Block Group 3, Los Angeles, CA",1062,307,666,272,12,19,0,12,36,41,0,12,348,241,0,12,0,12,0,12
15000US060372036001,"Block Group 1, Los Angeles, CA",986,273,331,150,0,12,0,12,23,28,0,12,599,227,33,52,0,12,33,52
15000US060372036002,"Block Group 2, Los Angeles, CA",1346,336,526,198,0,12,0,12,0,12,0,12,820,327,0,12,0,12,0,12
15000US060372036003,"Block Group 3, Los Angeles, CA",2380,572,1172,425,27,31,0,12,68,65,0,12,1088,448,25,29,0,12,25,29
15000US060372037101,"Block Group 1, Los Angeles, CA",1460,318,892,283,0,12,0,12,34,46,0,12,501,254,33,35,5,8,28,34
15000US060372037102,"Block Group 2, Los Angeles, CA",1734,408,1183,384,47,46,12,19,0,12,22,33,461,210,9,14,9,14,0,12
15000US060372037201,"Block Group 1, Los Angeles, CA",1730,435,840,390,25,39,21,35,19,31,0,12,733,288,92,89,92,89,0,12
15000US060372037202,"Block Group 2, Los Angeles, CA",991,356,602,337,0,12,0,12,5,10,0,12,384,215,0,12,0,12,0,12
15000US060372037203,"Block Group 3, Los Angeles, CA",1660,498,1128,371,28,48,0,12,0,12,0,12,504,384,0,12,0,12,0,12
15000US060372038001,"Block Group 1, Los Angeles, CA",1033,474,422,328,0,12,0,12,0,12,0,12,611,378,0,12,0,12,0,12
15000US060372038002,"Block Group 2, Los Angeles, CA",926,390,433,310,0,12,102,158,0,12,0,12,322,262,69,84,50,81,19,23
15000US060372038003,"Block Group 3, Los Angeles, CA",1253,432,801,390,42,73,0,12,0,12,0,12,397,277,13,28,13,28,0,12
15000US060372038004,"Block Group 4, Los Angeles, CA",1497,569,1223,630,0,12,0,12,0,12,0,12,258,279,16,24,16,24,0,12
15000US060372039001,"Block Group 1, Los Angeles, CA",1109,276,599,228,0,12,0,12,0,12,0,12,506,268,4,7,0,12,4,7
15000US060372039002,"Block Group 2, Los Angeles, CA",743,239,370,177,0,12,0,12,0,12,0,12,373,198,0,12,0,12,0,12
15000US060372039003,"Block Group 3, Los Angeles, CA",1029,289,697,293,0,12,0,12,19,38,0,12,313,212,0,12,0,12,0,12
15000US060372041101,"Block Group 1, Los Angeles, CA",1421,346,717,334,32,38,0,12,0,12,9,13,631,287,32,38,32,38,0,12
15000US060372041102,"Block Group 2, Los Angeles, CA",868,267,454,271,11,18,0,12,0,12,0,12,382,225,21,31,21,31,0,12
15000US060372041103,"Block Group 3, Los Angeles, CA",946,313,434,243,17,16,0,12,6,9,0,12,453,244,36,44,26,40,10,17
15000US060372041201,"Block Group 1, Los Angeles, CA",1264,302,414,180,3,5,0,12,29,70,0,12,813,298,5,7,0,12,5,7
15000US060372041202,"Block Group 2, Los Angeles, CA",1372,444,585,281,8,13,12,17,0,12,0,12,740,406,27,42,0,12,27,42
15000US060372042001,"Block Group 1, Los Angeles, CA",1653,395,975,269,0,12,0,12,69,65,0,12,536,270,73,48,73,48,0,12
15000US060372042002,"Block Group 2, Los Angeles, CA",1129,274,548,157,0,12,0,12,40,37,27,38,502,240,12,17,0,12,12,17
15000US060372043001,"Block Group 1, Los Angeles, CA",1068,394,361,335,0,12,0,12,86,59,0,12,600,361,21,33,21,33,0,12
15000US060372043002,"Block Group 2, Los Angeles, CA",1876,429,707,366,0,12,0,12,1,4,48,40,1082,398,38,38,30,36,8,12
15000US060372043003,"Block Group 3, Los Angeles, CA",886,379,563,273,0,12,0,12,13,20,0,12,310,277,0,12,0,12,0,12
15000US060372043004,"Block Group 4, Los Angeles, CA",1328,342,810,326,0,12,14,21,94,94,0,12,331,177,79,103,79,103,0,12
15000US060372044101,"Block Group 1, Los Angeles, CA",1044,238,437,171,0,12,6,10,0,12,0,12,601,282,0,12,0,12,0,12
15000US060372044102,"Block Group 2, Los Angeles, CA",1053,307,698,360,0,12,20,31,13,19,0,12,322,150,0,12,0,12,0,12
15000US060372044201,"Block Group 1, Los Angeles, CA",1990,370,879,335,70,77,39,41,40,37,0,12,917,296,45,47,11,17,34,44
15000US060372044202,"Block Group 2, Los Angeles, CA",913,180,392,208,0,12,0,12,0,12,0,12,492,173,29,45,29,45,0,12
15000US060372046001,"Block Group 1, Los Angeles, CA",2715,530,1064,381,0,12,11,18,32,52,0,12,1431,387,177,168,60,88,117,144
15000US060372046002,"Block Group 2, Los Angeles, CA",1979,460,922,418,0,12,1,7,6,11,0,12,1005,372,45,44,24,31,21,29
15000US060372047001,"Block Group 1, Los Angeles, CA",2516,428,1357,466,0,12,23,36,99,110,0,12,1026,398,11,16,11,16,0,12
15000US060372047002,"Block Group 2, Los Angeles, CA",905,387,301,219,0,12,0,12,1,2,0,12,556,334,47,76,0,12,47,76
15000US060372047003,"Block Group 3, Los Angeles, CA",1020,362,495,271,8,13,31,51,0,12,0,12,486,282,0,12,0,12,0,12
15000US060372048101,"Block Group 1, Los Angeles, CA",1494,390,522,211,101,105,0,12,0,12,0,12,838,391,33,51,33,51,0,12
15000US060372048102,"Block Group 2, Los Angeles, CA",1330,397,370,252,0,12,79,125,26,42,0,12,846,400,9,14,9,14,0,12
15000US060372048103,"Block Group 3, Los Angeles, CA",1259,339,494,248,0,12,0,12,8,13,0,12,737,367,20,23,11,17,9,14
15000US060372048201,"Block Group 1, Los Angeles, CA",1414,384,955,404,0,12,10,16,0,12,0,12,417,227,32,40,24,37,8,13
15000US060372048202,"Block Group 2, Los Angeles, CA",1201,324,786,330,0,12,0,12,11,17,0,12,404,181,0,12,0,12,0,12
15000US060372049101,"Block Group 1, Los Angeles, CA",2967,324,1377,426,2,4,10,15,0,12,0,12,1431,353,147,132,52,44,95,137
15000US060372049201,"Block Group 1, Los Angeles, CA",1884,226,1037,257,0,12,11,22,0,12,0,12,792,290,44,70,44,70,0,12
15000US060372049202,"Block Group 2, Los Angeles, CA",707,252,362,180,0,12,53,89,0,12,0,12,292,200,0,12,0,12,0,12
15000US060372051101,"Block Group 1, Los Angeles, CA",3629,327,1580,390,64,65,24,37,0,12,0,12,1957,389,4,7,0,12,4,7
15000US060372051201,"Block Group 1, Los Angeles, CA",2471,363,969,289,23,25,14,21,85,85,0,12,1343,440,37,32,18,19,19,26
15000US060372051202,"Block Group 2, Los Angeles, CA",974,278,343,161,0,12,0,12,15,24,0,12,616,295,0,12,0,12,0,12
15000US060372060101,"Block Group 1, Los Angeles, CA",1507,328,257,127,6,13,0,12,810,167,0,12,408,306,26,25,20,22,6,11
15000US060372060102,"Block Group 2, Los Angeles, CA",1374,287,246,179,119,117,0,12,5,8,0,12,998,315,6,9,6,9,0,12
15000US060372060201,"Block Group 1, Los Angeles, CA",7363,440,3259,319,2374,265,18,32,297,113,24,27,1051,192,340,113,14,18,326,109
15000US060372060311,"Block Group 1, Los Angeles, CA",2044,321,861,232,66,57,0,12,1045,215,0,12,25,23,47,37,8,14,39,34
15000US060372060312,"Block Group 2, Los Angeles, CA",996,406,472,161,198,208,0,12,91,63,0,12,104,100,131,244,10,16,121,243
15000US060372060321,"Block Group 1, Los Angeles, CA",710,271,294,198,63,65,0,12,65,56,0,12,288,202,0,12,0,12,0,12
15000US060372060322,"Block Group 2, Los Angeles, CA",2194,439,1221,389,10,14,55,89,258,105,0,12,593,299,57,59,25,31,32,50
15000US060372060323,"Block Group 3, Los Angeles, CA",2308,393,1055,433,39,34,0,12,686,225,25,40,503,305,0,12,0,12,0,12
15000US060372060501,"Block Group 1, Los Angeles, CA",2670,350,1755,345,106,89,0,12,119,72,0,12,644,248,46,45,6,11,40,44
15000US060372062001,"Block Group 1, Los Angeles, CA",843,287,290,162,332,157,0,12,0,12,0,12,141,105,80,73,23,27,57,63
15000US060372062002,"Block Group 2, Los Angeles, CA",1892,190,429,206,194,88,10,16,1123,167,0,12,92,65,44,45,0,12,44,45
15000US060372063001,"Block Group 1, Los Angeles, CA",1391,299,432,149,656,227,0,12,13,30,0,12,233,136,57,62,2,4,55,61
15000US060372063002,"Block Group 2, Los Angeles, CA",2660,639,566,300,1556,590,22,48,80,107,0,12,360,191,76,81,39,52,37,46
15000US060372063003,"Block Group 3, Los Angeles, CA",1171,230,295,104,654,174,28,39,27,31,32,49,111,84,24,31,0,12,24,31
15000US060372071011,"Block Group 1, Los Angeles, CA",2934,405,644,197,120,141,0,12,1693,228,0,12,462,358,15,23,0,12,15,23
15000US060372071021,"Block Group 1, Los Angeles, CA",2295,260,49,62,45,39,0,12,1925,256,0,12,276,121,0,12,0,12,0,12
15000US060372071031,"Block Group 1, Los Angeles, CA",841,242,37,39,0,12,0,12,699,248,0,12,60,97,45,56,0,12,45,56
15000US060372071032,"Block Group 2, Los Angeles, CA",1259,274,71,46,19,29,16,25,1098,291,35,54,0,12,20,29,0,12,20,29
15000US060372073011,"Block Group 1, Los Angeles, CA",948,259,433,187,277,158,8,16,136,89,0,12,75,75,19,33,19,33,0,12
15000US060372073012,"Block Group 2, Los Angeles, CA",3408,455,1770,543,816,410,51,67,347,115,0,12,335,233,89,80,26,46,63,64
15000US060372073021,"Block Group 1, Los Angeles, CA",2031,394,1041,262,476,330,0,12,105,70,0,12,267,199,142,97,34,56,108,90
15000US060372073022,"Block Group 2, Los Angeles, CA",1321,225,590,189,313,188,19,30,123,90,0,12,153,109,123,135,0,12,123,135
15000US060372074001,"Block Group 1, Los Angeles, CA",969,176,571,146,196,80,0,12,52,30,0,12,96,41,54,38,54,38,0,12
15000US060372075011,"Block Group 1, Los Angeles, CA",1970,268,810,208,81,90,0,12,696,243,185,210,149,110,49,43,31,38,18,21
15000US060372075021,"Block Group 1, Los Angeles, CA",2281,238,619,189,48,62,0,12,1360,164,0,12,97,81,157,156,104,147,53,44
15000US060372077101,"Block Group 1, Los Angeles, CA",2602,287,1328,311,248,137,0,12,794,162,0,12,123,81,109,116,84,118,25,25
15000US060372079001,"Block Group 1, Los Angeles, CA",1684,440,757,352,118,107,8,18,142,88,0,12,610,298,49,67,0,12,49,67
15000US060372079002,"Block Group 2, Los Angeles, CA",2786,403,1171,380,269,280,0,12,1123,265,0,12,188,166,35,34,0,12,35,34
15000US060372080001,"Block Group 1, Los Angeles, CA",2643,394,1229,440,162,163,0,12,641,250,0,12,534,285,77,60,10,17,67,63
15000US060372080002,"Block Group 2, Los Angeles, CA",3380,598,2300,589,63,84,0,12,199,142,0,12,767,405,51,55,23,27,28,46
15000US060372080003,"Block Group 3, Los Angeles, CA",997,356,479,293,0,12,10,17,104,122,0,12,392,282,12,20,12,20,0,12
15000US060372083011,"Block Group 1, Los Angeles, CA",2227,334,1805,449,0,12,8,15,21,33,0,12,363,242,30,41,23,39,7,14
15000US060372083021,"Block Group 1, Los Angeles, CA",495,290,274,251,39,35,0,12,116,126,0,12,43,55,23,35,0,12,23,35
15000US060372083022,"Block Group 2, Los Angeles, CA",845,330,577,239,38,51,0,12,169,210,0,12,49,64,12,15,6,15,6,14
15000US060372083023,"Block Group 3, Los Angeles, CA",3378,448,2290,474,470,222,0,12,209,99,0,12,317,246,92,144,81,140,11,17
15000US060372084011,"Block Group 1, Los Angeles, CA",2294,520,389,282,57,44,0,12,308,173,0,12,1540,503,0,12,0,12,0,12
15000US060372084012,"Block Group 2, Los Angeles, CA",2799,433,521,259,18,29,0,12,595,154,0,12,1665,485,0,12,0,12,0,12
15000US060372084021,"Block Group 1, Los Angeles, CA",1634,368,839,360,48,68,0,12,345,155,15,24,329,223,58,94,0,12,58,94
15000US060372084022,"Block Group 2, Los Angeles, CA",1536,354,902,332,23,27,0,12,276,147,0,12,288,209,47,55,11,19,36,53
15000US060372085011,"Block Group 1, Los Angeles, CA",1669,481,686,417,0,12,0,12,778,305,0,12,205,319,0,12,0,12,0,12
15000US060372085012,"Block Group 2, Los Angeles, CA",1000,266,577,254,5,5,0,12,389,210,0,12,4,6,25,56,0,12,25,56
15000US060372085021,"Block Group 1, Los Angeles, CA",1554,344,202,154,80,84,35,55,206,154,0,12,1022,371,9,15,9,15,0,12
15000US060372085022,"Block Group 2, Los Angeles, CA",1306,355,353,313,228,222,0,12,275,152,0,12,450,275,0,12,0,12,0,12
15000US060372085023,"Block Group 3, Los Angeles, CA",854,445,215,145,33,41,0,12,171,132,0,12,402,443,33,49,33,49,0,12
15000US060372086101,"Block Group 1, Los Angeles, CA",1914,425,675,295,29,30,13,21,755,269,0,12,325,265,117,98,63,87,54,48
15000US060372086102,"Block Group 2, Los Angeles, CA",2080,287,167,97,73,61,34,54,1123,243,0,12,641,253,42,43,0,12,42,43
15000US060372086201,"Block Group 1, Los Angeles, CA",1281,250,400,165,120,94,0,12,476,217,0,12,285,171,0,12,0,12,0,12
15000US060372086202,"Block Group 2, Los Angeles, CA",2103,364,379,147,109,74,0,12,915,238,0,12,632,269,68,65,58,63,10,15
15000US060372086203,"Block Group 3, Los Angeles, CA",1431,262,405,151,118,88,8,12,347,136,0,12,478,240,75,55,16,26,59,48
15000US060372087101,"Block Group 1, Los Angeles, CA",3865,327,769,182,224,106,51,76,2169,343,0,12,570,276,82,63,53,53,29,35
15000US060372087201,"Block Group 1, Los Angeles, CA",3264,436,956,321,112,87,53,81,70,95,0,12,2045,429,28,31,10,17,18,27
15000US060372087202,"Block Group 2, Los Angeles, CA",1148,341,171,66,98,93,0,12,430,158,0,12,429,319,20,31,0,12,20,31
15000US060372088011,"Block Group 1, Los Angeles, CA",2073,370,466,217,167,130,0,12,688,215,30,46,684,379,38,44,10,16,28,42
15000US060372088012,"Block Group 2, Los Angeles, CA",1198,407,366,264,33,39,0,12,51,62,0,12,748,381,0,12,0,12,0,12
15000US060372088021,"Block Group 1, Los Angeles, CA",1576,294,439,165,50,62,36,46,328,166,0,12,712,335,11,18,0,12,11,18
15000US060372088022,"Block Group 2, Los Angeles, CA",952,243,183,101,97,74,0,12,267,94,17,26,377,231,11,17,11,17,0,12
15000US060372089021,"Block Group 1, Los Angeles, CA",1468,307,453,211,0,12,0,12,24,21,0,12,987,283,4,6,4,6,0,12
15000US060372089022,"Block Group 2, Los Angeles, CA",787,227,254,193,0,12,68,110,11,17,0,12,449,155,5,8,5,8,0,12
15000US060372089031,"Block Group 1, Los Angeles, CA",2123,456,430,182,129,61,21,23,63,63,0,12,1477,458,3,8,0,12,3,8
15000US060372089032,"Block Group 2, Los Angeles, CA",1676,342,554,248,94,58,0,12,145,96,0,12,869,340,14,25,0,12,14,25
15000US060372089041,"Block Group 1, Los Angeles, CA",2189,439,623,290,20,25,12,18,231,76,0,12,1264,451,39,61,39,61,0,12
15000US060372089042,"Block Group 2, Los Angeles, CA",1451,395,413,239,58,63,0,12,44,47,0,12,936,384,0,12,0,12,0,12
15000US060372091021,"Block Group 1, Los Angeles, CA",2645,502,461,220,26,29,207,168,76,77,0,12,1853,515,22,35,22,35,0,12
15000US060372091022,"Block Group 2, Los Angeles, CA",2412,431,463,185,245,141,87,135,628,164,0,12,967,330,22,25,11,17,11,19
15000US060372091031,"Block Group 1, Los Angeles, CA",3435,340,773,324,29,28,27,38,74,78,12,22,2504,413,16,23,16,23,0,12
15000US060372091041,"Block Group 1, Los Angeles, CA",2119,240,647,177,122,63,56,73,54,45,0,12,1126,231,114,121,97,119,17,18
15000US060372092001,"Block Group 1, Los Angeles, CA",2523,372,747,206,169,72,93,97,521,184,0,12,993,351,0,12,0,12,0,12
15000US060372093001,"Block Group 1, Los Angeles, CA",2480,501,698,285,240,137,0,12,93,81,0,12,1371,517,78,124,78,124,0,12
15000US060372093002,"Block Group 2, Los Angeles, CA",2330,446,936,278,172,105,78,112,326,173,123,183,640,334,55,66,55,66,0,12
15000US060372094011,"Block Group 1, Los Angeles, CA",2566,420,833,269,102,71,0,12,505,231,0,12,1109,403,17,27,17,27,0,12
15000US060372094012,"Block Group 2, Los Angeles, CA",1312,360,487,252,118,95,36,53,147,70,7,14,491,335,26,33,7,14,19,30
15000US060372094021,"Block Group 1, Los Angeles, CA",2118,325,677,294,67,71,0,12,122,118,0,12,1252,357,0,12,0,12,0,12
15000US060372094022,"Block Group 2, Los Angeles, CA",1654,328,292,173,20,20,42,57,57,60,0,12,1243,348,0,12,0,12,0,12
15000US060372094031,"Block Group 1, Los Angeles, CA",1759,342,191,124,72,46,0,12,625,149,0,12,813,317,58,62,47,61,11,22
15000US060372094032,"Block Group 2, Los Angeles, CA",1855,393,222,143,98,76,12,19,68,43,0,12,1268,408,187,148,164,155,23,26
15000US060372095101,"Block Group 1, Los Angeles, CA",1189,246,223,115,39,43,0,12,405,154,0,12,508,244,14,16,0,12,14,16
15000US060372095102,"Block Group 2, Los Angeles, CA",1589,310,547,235,12,18,0,12,406,161,0,12,624,217,0,12,0,12,0,12
15000US060372095201,"Block Group 1, Los Angeles, CA",1504,292,240,98,69,52,0,12,117,75,0,12,1078,305,0,12,0,12,0,12
15000US060372095202,"Block Group 2, Los Angeles, CA",989,256,357,247,0,12,0,12,94,82,0,12,538,168,0,12,0,12,0,12
15000US060372098101,"Block Group 1, Los Angeles, CA",1210,252,470,199,79,67,0,12,108,99,0,12,532,219,21,31,0,12,21,31
15000US060372098102,"Block Group 2, Los Angeles, CA",1558,305,426,163,115,63,0,12,37,32,0,12,958,274,22,21,9,14,13,16
15000US060372098201,"Block Group 1, Los Angeles, CA",1613,361,357,150,20,19,8,13,61,67,0,12,1136,350,31,51,31,51,0,12
15000US060372098202,"Block Group 2, Los Angeles, CA",1043,317,402,225,24,19,4,7,29,31,0,12,566,250,18,22,18,22,0,12
15000US060372100101,"Block Group 1, Los Angeles, CA",770,244,143,146,0,12,0,12,172,83,0,12,446,222,9,13,9,13,0,12
15000US060372100102,"Block Group 2, Los Angeles, CA",1102,344,509,370,8,13,0,12,0,12,0,12,585,270,0,12,0,12,0,12
15000US060372100103,"Block Group 3, Los Angeles, CA",1297,269,414,190,83,71,100,150,238,134,18,29,416,250,28,37,20,34,8,15
15000US060372110001,"Block Group 1, Los Angeles, CA",725,216,507,178,0,12,0,12,152,128,0,12,41,59,25,28,0,12,25,28
15000US060372110002,"Block Group 2, Los Angeles, CA",947,233,416,153,18,29,9,14,459,210,0,12,13,21,32,51,0,12,32,51
15000US060372110003,"Block Group 3, Los Angeles, CA",709,252,682,234,0,12,0,12,27,44,0,12,0,12,0,12,0,12,0,12
15000US060372110004,"Block Group 4, Los Angeles, CA",476,193,405,193,55,49,0,12,11,15,0,12,4,11,1,2,0,12,1,2
15000US060372110005,"Block Group 5, Los Angeles, CA",606,190,561,198,6,10,0,12,39,54,0,12,0,12,0,12,0,12,0,12
15000US060372110006,"Block Group 6, Los Angeles, CA",883,245,283,119,9,14,0,12,514,250,0,12,36,39,41,36,14,19,27,28
